#{"t_start": 1780398861.2305164, "env_id": "None"}
r,l,t
-11.151109,138,134.365315
-148.69048,200,134.485902
-89.58116,200,134.632015
18.835024,48,134.737825
-126.48903,200,134.870171
27.440878,45,134.870209
29.779486,42,135.015757
-39.58283,174,135.015813
14.149326,80,135.173906
-2.0294359,132,135.288589
-111.18957,200,135.414046
37.81992,28,135.549666
-1.0343373,95,135.67171
-161.97563,200,135.829784
11.006326,85,136.007625
0.4524747,112,136.143995
-117.76161,200,136.306285
23.613575,43,136.306338
38.01811,28,136.416245
19.102022,67,136.562582
-682.6431,200,136.562783
5.0799894,100,136.716138
-123.633224,200,136.716192
10.637295,84,136.830418
25.753525,50,136.958066
28.545424,51,137.103869
27.606218,47,137.258337
-93.488075,200,137.25839
17.605333,82,137.355359
-9.2778225,122,137.541063
-26.320957,118,137.666701
31.313446,39,137.821492
19.729696,53,137.959861
32.53788,36,137.959903
35.080185,33,138.095086
-0.86517745,112,138.221766
22.95671,57,138.334774
-82.51217,200,138.450592
5.024249,99,138.589897
39.565075,23,138.728024
30.294428,42,138.873841
-93.14248,200,138.873936
-26.366625,118,138.873942
18.95092,67,139.014629
14.43905,88,139.151172
40.990173,18,139.264708
3.7388947,118,139.398045
-42.601536,169,139.52535
-30.665058,129,139.655868
-18.056469,110,139.772722
38.40771,32,139.954389
-75.470856,200,139.954424
36.647133,31,140.08994
-7.6802244,140,140.215724
35.324093,29,140.351154
32.268948,38,140.491147
33.987045,33,140.607992
26.983816,45,140.60803
2.841931,110,140.720999
19.31227,55,140.84053
35.959885,26,140.949423
38.731213,24,141.10372
-75.57238,182,141.21421
33.183174,34,141.345217
37.041187,29,141.472259
5.165908,110,141.618249
15.577453,86,141.618289
-14.15604,117,141.772089
-84.690125,200,141.899413
25.457048,58,142.028663
34.110893,33,142.16938
-21.668097,143,142.276366
29.49364,47,142.390555
-105.07026,200,142.517838
34.14995,28,142.654384
-0.7265301,108,142.793005
-14.313593,101,142.793052
17.009283,59,142.951025
-7.5637355,104,143.05679
-35.514694,167,143.176685
37.11707,25,143.17674
32.811184,36,143.345915
6.596201,94,143.465299
-102.87898,200,143.577255
17.693462,84,143.693372
32.29006,39,143.834288
-110.7779,200,143.942405
37.436935,31,144.044231
3.4053166,77,144.215925
17.642426,74,144.351385
-90.354774,200,144.475686
-27.355272,157,144.612756
-14.6006,118,144.741075
20.020535,56,144.91219
22.714346,69,145.051673
-43.00306,152,145.169503
18.61887,63,145.314481
22.229193,66,145.419532
21.177238,62,145.527498
-19.104069,127,145.527733
-93.42712,200,145.702163
30.257769,44,145.702224
8.167477,77,145.832739
-20.683922,169,145.832772
39.307278,20,145.937791
24.763088,57,146.097968
23.584867,60,146.098018
-19.022905,127,146.241138
38.056797,27,146.390991
-4.1161537,98,146.391027
33.190414,33,146.504915
-95.70425,200,146.628879
27.180397,43,146.752079
-78.12572,200,146.861286
17.949179,77,147.040103
28.94815,36,147.18955
24.31286,49,147.312145
-120.74882,200,147.312206
31.320332,40,147.467489
21.663418,67,147.600274
29.120018,40,147.600316
31.588022,42,147.729717
-125.77186,200,147.867712
5.0476313,92,148.006137
21.626064,44,148.121511
39.888073,21,148.300863
25.845978,50,148.300904
-2.3107362,146,148.428966
-2.56,94,148.583139
25.454815,61,148.685977
31.548326,42,148.814851
-27.603474,137,148.953847
27.50322,49,149.101224
-5.0269456,98,149.101264
24.217453,59,149.215847
-19.062984,164,149.326085
24.899654,55,149.431474
-98.37014,200,149.57931
16.098547,80,149.75829
19.68796,49,149.758334
-173.1534,200,149.871435
32.384766,41,149.871482
-32.340656,153,150.002007
29.494337,48,150.142484
33.04965,28,150.270282
36.243015,28,150.390956
9.200922,84,150.517707
-15.926591,109,150.636864
27.943392,49,150.780298
-1.5605254,117,150.931455
-6.542636,132,151.03833
-19.64217,147,151.175918
32.463886,37,151.289115
24.490267,50,151.417509
25.425177,55,151.57518
-365.3406,200,151.709904
-14.845043,96,151.818008
12.336344,90,151.947595
13.79822,71,152.069913
9.063764,67,152.194995
35.016922,27,152.342511
-88.34531,200,152.447696
22.341951,67,152.447731
-378.56177,200,152.578053
9.333397,74,152.702415
-27.455698,134,152.846187
29.688856,45,152.846248
-3.838622,103,152.984919
27.831522,53,153.124259
36.593357,24,153.26245
42.186268,21,153.38832
25.013355,52,153.51777
-116.60201,200,153.62626
-0.2920418,97,153.768473
39.25584,22,153.88506
-98.15496,200,153.984108
12.844276,97,154.12337
4.373077,83,154.251251
25.20976,46,154.373817
6.3965797,92,154.509046
13.064695,61,154.509084
-120.83903,200,154.615333
-7.2395887,116,154.819319
18.952694,75,154.81937
37.462273,28,154.81938
24.14043,52,154.990804
6.440177,94,154.990871
-92.307465,200,155.126175
8.504784,93,155.259346
5.753759,103,155.377573
-75.73464,200,155.486968
27.759706,41,155.628958
-16.58333,144,155.796634
-148.71935,200,155.925998
-39.413322,173,155.926056
23.146196,64,156.04383
-93.82567,200,156.197642
23.53479,53,156.320133
29.42855,35,156.479208
40.236015,18,156.600535
-98.23971,200,156.726712
0.56997555,109,156.862779
10.144387,65,157.011307
24.630764,51,157.144434
-127.633095,200,157.311787
-9.188304,111,157.456935
-543.58795,200,157.59078
31.13639,37,157.707295
29.198881,44,157.840092
33.92763,37,157.946797
-13.512392,123,158.099668
-102.95203,200,158.241766
-129.83328,200,158.34545
-44.79669,172,158.466761
30.036518,51,158.609604
6.880231,94,158.609645
20.534948,63,158.747486
-85.87721,159,158.918421
-92.74343,200,159.051494
-243.95915,200,159.182625
38.765705,24,159.28728
31.42635,38,159.412015
31.759277,45,159.522517
-136.14261,200,159.667712
36.227318,33,159.816689
-72.40873,196,159.958526
-8.948004,116,159.958571
-12.779134,141,160.071156
-99.934235,200,160.205927
-102.96285,200,160.336865
-17.482948,122,160.461853
-174.70038,200,160.586706
19.830061,67,160.705418
-10.702206,146,160.846636
14.2085905,82,160.968626
33.520638,41,161.088334
3.350623,112,161.222712
8.647644,79,161.320499
-0.61733466,103,161.436072
17.593227,55,161.567543
-128.35374,200,161.672741
27.384508,37,161.781237
19.905455,68,161.925762
-85.91053,200,162.094809
-122.93316,200,162.094859
23.066813,59,162.094866
39.529846,26,162.206098
15.164841,86,162.358992
-88.05962,200,162.359045
37.340313,23,162.485344
29.3987,36,162.63167
24.20056,64,162.631709
31.302013,43,162.752585
33.591187,37,162.884188
37.040916,26,163.027589
-509.9202,200,163.143792
-8.862461,137,163.255306
-35.835335,194,163.387032
25.904655,42,163.51947
26.446596,52,163.643622
28.745886,46,163.771699
-2.6915228,127,164.843717
32.80481,35,164.843778
27.057024,48,164.942567
4.9583917,111,165.058032
40.68273,21,165.21226
14.552803,67,165.212303
37.222946,27,165.212314
18.630148,70,165.382009
10.404344,75,165.382055
-92.50412,200,165.485241
26.055023,57,165.600142
36.680923,24,165.774956
-88.089455,200,165.775007
33.815918,34,165.893648
-2.2214205,130,166.054921
-90.98985,200,166.174468
10.135076,78,166.174541
37.206657,36,166.304944
2.5185757,88,166.399632
-92.52282,200,166.515227
28.309519,43,166.664623
37.496735,23,166.664661
25.512407,50,166.836629
-132.66304,200,166.963192
21.576063,67,167.088168
14.053519,78,167.190504
-47.708485,196,167.310142
13.652012,69,167.41687
27.838612,50,167.521383
-14.170616,119,167.645088
-1.2962369,127,167.771638
32.00911,37,167.910506
24.096653,46,168.053003
10.738092,88,168.191738
-11.959483,151,168.19177
23.664389,60,168.316892
-13.044508,144,168.461423
-129.29263,200,168.58643
5.4792976,95,168.68669
30.290491,47,168.820888
-61.616505,129,169.003728
-90.656845,191,169.003767
11.675483,76,169.00378
3.664324,105,169.150629
34.221764,30,169.293082
35.286755,32,169.29313
39.7835,23,169.431293
31.916555,42,169.43132
16.16856,72,169.431325
-133.91129,200,169.597667
36.390076,29,169.597707
38.106163,24,169.731414
30.403204,35,169.837623
35.468845,27,169.979946
37.78264,23,170.100819
-130.47601,200,170.22706
9.841939,76,170.363725
-5.111476,99,170.505449
36.590313,32,170.648763
35.730686,30,170.811838
11.046087,91,170.991288
-6.970483,113,170.991332
-40.808014,170,171.150264
24.186794,58,171.273772
32.695496,35,171.415154
-24.796915,142,171.539794
-122.01018,200,171.645425
-2.5269852,103,171.791926
-47.64308,196,171.975654
-27.596588,153,171.975704
13.473854,90,171.975713
32.790012,41,171.975724
22.380676,64,172.097827
-19.292494,104,172.202654
15.568451,63,172.337878
-149.75023,200,172.452575
25.356686,40,172.601056
34.644897,40,172.751885
13.582776,86,172.93013
-14.390941,135,173.036088
-28.946255,134,173.162184
30.271612,40,173.314864
-27.270098,164,173.419354
23.234823,60,173.525551
-8.241183,138,173.685625
-60.500893,124,173.814399
31.420654,52,173.979841
25.27604,59,173.979903
15.5797825,73,174.092029
35.608635,26,174.224053
34.486736,27,174.373315
-37.25411,150,174.527818
37.194473,23,174.671854
31.146206,37,174.83698
-150.6398,200,174.977509
14.705621,79,175.077953
-27.085705,155,175.205588
28.827524,41,175.352681
38.579212,23,175.496208
-249.82602,200,175.496255
8.8227005,106,175.619977
3.210425,93,175.766952
-36.397915,134,175.885495
-485.09943,200,176.012532
-147.75102,200,176.122846
35.52809,33,176.236885
-1.421592,117,176.358139
2.2913556,123,176.459905
-92.05888,200,176.579275
20.433224,65,176.736993
28.449276,60,176.737042
-4.922609,138,176.890268
32.59329,37,177.022631
31.586897,35,177.142986
-87.60728,200,177.257126
-84.46018,200,177.386708
-16.71445,170,177.518206
9.38154,99,177.661956
4.074427,109,177.785034
-9.521742,99,177.898453
40.94887,20,178.028535
-99.68879,200,178.134336
-29.59863,132,178.266104
-30.42323,181,178.378824
-6.281338,118,178.496454
29.654669,45,178.637769
34.80821,27,178.758109
36.620457,28,178.903257
23.66509,48,178.903296
17.351957,59,179.01698
-119.085304,200,179.134483
14.024448,77,179.251402
19.208664,71,179.364421
35.85578,34,179.534635
29.338558,43,179.653297
35.602783,27,179.750548
-3.1652884,113,179.876117
32.381622,34,180.014653
33.195118,36,180.155721
33.410286,33,180.27389
-15.779562,124,180.424076
36.566837,28,180.525657
20.042553,69,180.628941
15.951073,72,180.746365
32.113285,40,180.893242
-123.26834,200,180.893281
-13.723694,125,181.008524
41.643253,21,181.133718
-11.762306,134,181.279596
19.297758,64,181.405348
-13.532656,142,181.519242
-116.19876,200,181.666932
33.71577,36,181.80103
-4.2037516,115,181.923522
9.252233,100,182.066021
-61.9569,164,182.066064
33.152145,36,182.195554
26.879065,36,182.337245
27.948448,58,182.460707
26.26364,41,182.460741
22.515928,56,182.611778
-96.147316,200,182.715846
13.567767,78,182.85855
-0.3610854,107,182.976495
34.488197,34,182.976534
24.006262,45,183.121637
-17.70637,127,183.224463
-32.56549,183,183.372627
31.046192,39,183.491734
-44.996822,143,183.59774
16.654669,74,183.708565
-133.33994,200,183.855242
34.225544,45,183.98621
10.927213,78,184.096916
18.537647,67,184.222312
-99.80293,200,184.351649
-105.52704,200,184.464545
15.720431,79,184.590105
27.733664,44,184.709595
5.715587,92,184.846996
32.929184,36,184.98163
-25.940596,156,185.086951
-70.48672,149,185.224563
23.925667,65,185.362854
40.60436,22,185.362891
-105.93213,200,185.492969
36.874756,29,185.493012
32.69466,39,185.640928
-2.7595842,113,185.745829
38.430077,25,185.880148
29.511303,44,185.985084
35.585136,28,186.088411
-42.002575,174,186.250821
31.387707,41,186.387034
-32.018814,170,186.387069
18.137852,67,186.387076
19.356768,73,186.53808
-102.16743,200,186.667005
39.43539,21,186.777385
31.256613,32,186.928607
-32.31438,158,186.928658
39.996166,19,187.042186
37.90033,27,187.180615
34.175323,39,190.557706
25.190386,52,190.723444
-43.098694,187,190.723498
1.8611664,96,190.723507
35.044136,35,190.853819
-83.41276,200,190.996017
-11.545082,135,191.106177
3.4998956,100,191.251349
39.158287,24,191.40173
24.129992,47,191.526656
29.46955,34,191.688116
19.363447,66,191.825459
-122.62515,200,191.92497
-37.467026,173,192.064781
31.862276,41,192.06482
-8.280158,141,192.173765
35.873978,27,192.285958
4.448136,94,192.433907
9.86523,78,192.554271
-91.7847,200,192.707772
29.1548,51,192.707811
-1.6069767,96,192.818562
-5.1001205,107,192.951843
24.368273,55,193.085386
-17.230806,157,193.205129
34.894135,32,193.354051
-91.58054,200,193.455533
31.757317,27,193.568252
29.92279,48,193.696341
11.194353,64,193.797328
-2.2755458,106,193.938042
-94.80126,200,194.06134
6.3400517,101,194.225121
-5.7186723,108,194.225168
36.22382,26,194.337397
16.895718,57,194.477179
24.97904,48,194.599901
-11.171465,143,194.747248
-15.34754,151,194.873945
-34.80241,196,194.995179
32.72425,43,194.995237
26.34171,56,195.162962
-78.18706,200,195.163009
12.578133,85,195.16302
1.8615879,85,195.288485
36.93133,23,195.417547
8.028941,89,195.562418
12.961915,91,195.718303
-11.571185,127,195.820724
-127.47957,200,195.945842
-0.97510713,95,196.089633
9.933878,71,196.195021
-97.66536,200,196.302732
3.8391483,82,196.448279
39.301388,25,196.564338
-8.991139,128,196.702147
37.576042,31,196.832445
12.861807,77,196.956009
22.926252,45,197.101711
-6.325177,106,197.219505
5.246914,121,197.37444
24.646498,55,197.489061
29.294706,46,197.613715
-91.18613,200,197.802489
-93.48954,200,197.802798
7.684858,90,197.915084
28.889536,41,198.018728
31.40395,35,198.14246
10.060814,112,198.285056
28.256292,43,198.430083
6.013652,106,198.540682
38.807632,21,198.681118
18.664822,61,198.681175
-30.865812,142,198.828425
8.248353,90,198.986174
-28.719172,159,198.986235
25.455708,47,199.122716
23.086164,61,199.274538
37.366325,25,199.401281
21.809088,66,199.539234
-14.368783,134,199.665399
5.7506747,85,199.820918
0.13472794,101,199.820962
37.45326,22,199.933749
-9.923864,136,200.06109
-102.16452,200,200.196404
-16.516254,153,200.327018
-248.40843,200,200.438132
18.147242,64,200.568942
34.669647,31,200.568974
-15.648857,145,200.680093
2.8239727,83,200.84191
16.115242,89,200.981184
11.882483,76,201.094821
34.572895,25,201.282356
38.552544,23,201.282422
32.44021,37,201.415401
-23.15574,173,201.602222
35.00832,33,201.602283
15.487971,87,201.716838
40.46725,22,201.831417
13.688563,67,201.963338
-95.66718,200,202.123727
22.955585,59,202.246222
12.182543,77,202.396585
30.844612,42,202.396629
32.66342,32,202.396636
-135.48714,200,202.542238
6.100928,101,202.640087
8.279656,96,202.749625
35.149014,32,202.915375
-99.63306,200,203.036524
35.73439,34,203.146386
29.93268,38,203.284243
-12.216324,136,203.404417
-130.12405,200,203.540536
9.604631,106,203.654989
-0.64595896,100,203.788954
31.010479,39,203.901616
32.20696,38,204.026851
37.879787,23,204.171865
-12.830796,101,204.171905
30.452963,44,204.287348
-69.80175,200,204.377828
5.991131,102,204.484331
-5.5438824,103,204.583902
35.598843,30,204.707885
-3.5030994,107,204.861129
-78.13309,200,205.03249
35.96668,34,205.032548
34.0795,26,205.140706
2.0712466,99,205.298082
29.042345,43,205.298123
-117.31467,200,205.448111
29.771193,48,205.448175
32.89344,38,205.60482
-141.9544,200,205.73541
35.21842,27,205.888417
30.222443,37,206.013705
5.4203806,85,206.013748
38.489334,24,206.151215
-181.36752,200,206.264344
35.523434,29,206.355043
30.744148,33,206.487514
-83.18517,200,206.487547
-102.06507,200,206.487554
-97.444244,200,206.612077
-28.126684,171,206.612114
34.71904,30,206.736655
33.107292,32,206.879357
34.00587,39,207.034123
-18.423178,121,207.148876
-10.677048,119,207.280576
36.397636,26,207.384074
37.933773,25,207.494606
18.350292,65,207.650723
-26.747261,137,207.775606
20.633438,74,207.919881
11.446138,76,208.026685
26.16917,47,208.130443
-2.4453695,100,208.239406
8.138693,68,208.359797
-10.736062,115,208.520432
-18.028982,157,208.633104
9.722801,90,208.783722
10.151066,76,208.895561
34.89866,29,209.013733
-12.56607,136,209.140675
-129.4441,198,209.275359
-117.38354,200,209.404307
12.649577,83,209.404347
-22.499426,155,209.546514
15.037311,83,209.546571
19.159735,78,209.661069
20.304293,53,209.661117
35.006783,37,209.779663
12.08817,79,209.947165
12.567326,86,209.947207
41.59737,18,209.947217
20.99963,69,210.067971
31.827507,36,210.199888
39.725548,24,210.368288
31.827242,33,210.368335
-12.932381,126,210.368343
17.491419,71,210.519374
40.29529,17,210.519433
7.0285788,79,210.627542
31.726683,41,210.742547
-14.476057,148,210.88825
-137.95535,200,210.993904
35.97544,25,211.10288
-161.45914,200,211.226245
-102.018364,200,211.360771
30.074743,36,211.464835
12.61234,75,211.643621
31.050224,43,211.643677
19.795519,55,211.643686
32.139915,46,211.643692
-109.271545,200,211.643698
-43.228607,157,211.825425
-37.0857,170,212.053594
37.684032,29,212.053638
-29.04471,187,212.205104
32.939407,35,212.205163
31.329699,39,212.303997
28.127178,45,212.47582
-120.64246,200,212.640609
39.062107,23,212.765413
23.624434,56,212.765447
16.537542,83,212.938933
-119.316925,200,213.070371
6.5954723,94,213.176718
-94.96839,200,213.301103
6.7414913,102,213.401604
-13.579681,136,213.528759
23.923704,53,213.654903
36.860283,27,213.784901
-26.106514,139,213.90948
-34.270386,134,214.03155
31.320904,41,214.164327
-172.10231,200,214.324672
-98.1224,200,214.460096
36.761967,28,214.579355
-20.185694,155,214.714987
2.5001757,108,214.856074
-1.3605806,109,214.963392
-16.197695,120,215.089842
-110.61199,200,215.203801
-19.129236,134,215.34537
-87.52501,200,215.487696
-7.0709906,99,215.601918
-16.165468,129,215.707779
21.982275,56,215.822009
23.138475,60,215.94836
16.364616,76,215.948396
